rowan expands share repurchase program DD million	$RDC	0.285	expands share repurchase program
may risky rush i'll give Emark make sure go long money play safe long	$GTAT	0.335	play safe long make sure go long money
@hashtag_bullish yeah Qmark even looking pretty attractive versus pig sox trading @ NNx reported earning	$EWZ	0.393	bullish yeah
closed short position small gain interested options expiring worthless	$PLUG	0.143	closed short position
move bring close see	$SPX	-0.462	bring close
holding well today	$PCLN	0.318	holding well today
gapping time highs #tradeideas	$NKE	0.782	gapping time highs
#outlook #qNN NN #lost revenue range DD million DD million good	$LULU	-0.43	lost revenue good
eur/usd finding support near NN NN level	$FXE	0.259	finding support
blackberry messenger second facebook user loyalty says new study ca	$FB	0.158	blackberry messenger second facebook user loyalty
train cellar @sspencer_smb w bottom looks like confirmation hold NN NN	$SPY	0.259	confirmation hold bottom looks like
indexes & industry groups track closed friday rs line new highs	$FPX	0.371	closed friday rs line new highs
beautiful trend/base technicals pointing solid accumulation @caballoblanco looks good weekly next	$DTV	0.645	beautiful trend/base technicals pointing solid accumulation looks good
heading back DD region really needs hold NN's sure goes without news	$APP	-0.25	heading back sure goes without news
i'm hearing secret partner purchased millions new zNN's actually mobile Qmark Qmark Qmark Emark Emark Emark smell partnership/buyout Qmark	$BBRY	0.295	
congress probably long f*cking right Qmark	$UAL	0.29	probably long
loooooongggggg base	$CHRM	0.557	loooooongggggg base
& want go morning time looking chart	$NUGT	0.28	want go morning time looking chart
today's close RR/NN i'm long longer term technical swing long basis	$FB	0.591	longer term technical swing long basis
buying last round shorts next week bring average bought ladders tripplying	$TZA	-0.339	buying last round shorts next week
stock winner	$AMRN	0.451	stock winner
stomach high risk left that's extremely sensitive nasdaq	$PLUG	-0.151	stomach high risk left
@billy_d_scrillions men sell puts	$SVXY	0.092	men sell puts
@chartlooker still screen	$TSLA	0.377	still screen
RR run watch list winner can't blame anyone taking profits today	$FAS	0.066	RR run watch list winner
upside today thing severe low float catalyst guy run	$RCON	0.254	upside today catalyst guy run
shorts made killing last couple days might make cover buy back Qmark	$HLF	-0.529	shorts made killing last couple days
stuff looking add shares get new high breakout	$OCN	0.421	looking add shares get new high breakout
wkNN NN NN NN watching spy NN min sto push note price NNa rush wait buyers	$SPY	-0.035	atching spy NN min sto push
staying strong	$IBM	0.532	staying strong
NNd systems ddd stock receives ratings downgrade today jefferies	$DDD	-0.501	stock receives ratings downgrade today jefferies
heavy volume alert NN NN split defensive cyclical sectors edge offered	$XLI	0.025	edge offered
@drcooper buying weakness RR/NN	$NUGT	0.511	buying weakness
looks weak v bottom yet may around NN levels see stay short spy till	$SPY	-0.504	looks weak stay short spy till
small pos short NN wkly puts	$NFLX	-0.597	small pos short NN wkly puts
would guessed would kill would suck lol	$GOOG	-0.404	would suck
closer inspection resistance NN points north NNd downward trendline chart NN NN	$GLD	-0.143	downward trendline
real assets energy trading company	$PBR	0.432	real assets
eur/usd finding support near NN NN level	$UUP	0.259	finding support
google inc completes acquisition icoa inc	$ICOA	0.267	google inc completes acquisition icoa
looking continuation volume increase	$AXP	0.308	looking continuation volume increase
gold miners bullish percent index weekly RR/NN	$BPGDM	0.0	
quality stocks high cash returns	$SFUN	0.274	quality stocks high cash returns
reporting today reward better good earnings sold NN last two days yet rallied	$TLM	0.326	reward better good earnings
rt @bmanNN looks primed also poised run	$EGHT	0.4	looks primed poised run
play tmrw NN RR NN NN NN NN NN NNcc NN NN RR NN NN NNcc watch housing sector NN NN RR NN NN	$LEAP	0.805	play tmrw
beaten hated etc / hhhmm opposite NN happens next Qmark	$AAPL	-0.303	beaten hated
china winners	$SFUN	0.452	china winners
shares RR hours; qNN eps NNc beats NNc; sees qNN adj eps NNc vs cons NNc sales DD$DDb vs cons DDb	$ADBE	0.552	shares RR hours beats
seriously nothing says strong growth like well played	$XLU	0.312	seriously nothing says strong growth like well played
@aceofspades sell credit spread may one money call credit spread	$HLF	0.311	call credit spread
hitting everything sight short twtr	$FB	-0.504	hitting everything sight short
bought NN shares today Emark	$RSOL	0.738	bought NN shares today Emark
curious know NN NN Qmark lnkd great doesnt potential side fb Qmark seems little high also	$LNKD	0.283	lnkd great doesnt potential side fb
march led light bulb prices rise japan fall markets	$CREE	0.054	led light bulb prices rise japan
headline read saudi's capable increasing oil capacity reserves decline	$CHK	0.279	reserves decline
pushed jack monkey's thing b short DD soon gonna add sedond short somewhere high NN's get	$JVA	-0.526	short somewhere high thing b short DD soon
@aicinvestments @i_dont_care yep lowered target RR gain levels	$PLUG	-0.22	RR gain levels
companies shld worried icloud	$GOOG	-0.329	companies shld worried icloud
bounced support early week indicators turning rsi macd smi worth look	$LULU	0.351	indicators turning bounced support
us adds NNk jobs november since NN unemployment rate remains NN RR gold futures DD DD	$SPY	0.183	us adds NNk jobs november unemployment rate remains gold futures
@afortyyearold @bittercheaperfaster great company data breakout apple investor relations	$AAPL	0.408	great company
move bring close see	$VXX	0.483	move
NN NN right also looks like nice risk/reward starting initiate position waiting fda feedback krnNN	$DARA	0.309	ooks like nice risk/reward starting initiate position looks like nice risk/reward starting initiate position
rt @ldrogen NN favorite stocks trends NN	$UA	0.401	favorite stocks
good news domestic automakers	$F	0.413	good news domestic automakers
would need clear DD tomorrow NN million shares highest volume last NN days	$AAPL	-0.31	highest volume last NN days
run run NN RR	$AMZN	0.482	run run NN RR
imo dont think get chance buy DD unless europe falls otherwise folks wake n see earnings good	$BAC	0.336	earnings good
pnc goldman sachs receive dividend hike green light act	$PNC	0.316	dividend hike green light
guess everyone wants NN	$AAPL	0.239	guess everyone wants NN
rt @montisumo day biotechs good load confident agreed downness	$AIS	0.281	good load confident
done copious research short thesis typed news	$HSBC	-0.339	short
post stream bullish im brave look im short going biggest billions $$ bb history	$AAPL	0.492	stream bullish going biggest billions
nice couple mini trades	$RGR	0.121	nice couple mini trades
NN breakouts stop DD NNday gap gap one sub DD stock modest selection attempted swing low	$FLO	0.627	breakouts
may take days wks months watch happened ipo mrkt needs washout hunt well need NN wait stalk	$TWTR	-0.055	mrkt needs washout
rt sold RR position @DD DD @rsblades long oct DD calls @ DD	$AMZN	0.628	long oct DD calls
looking oversold bounce	$KITD	0.436	looking oversold bounce
rt @stocktwits rt @fallondpicks breadth consolidates weeks steady gains advances mkt breadth slowe	$QQQ	-0.146	weeks steady gains advances mkt breadth slowe
topping tail NN min chart NN NN short	$RENN	-0.64	topping tail short
naturalgas settles NNyear low	$DBO	-0.563	naturalgas settles NNyear low
rt @kdouble wtf Emark complaining got DD playing emotions amen decent co get bought imho	$OCZ	0.214	decent co get bought got DD
@bluelion make real money barely hang pay NN bux worth	$BAC	-0.163	make real money hey barely hang bux worth
key breakout NN solid volume else trade	$AAPL	0.123	trade
support NN NN support NN NN	$NFLX	0.166	support NN NN support NN NN
NN industrial goods stocks insiders bullish	$NOC	0.433	stocks insiders bullish
time stomp dreams	$SPY	-0.258	time stomp dreams
extreme win today NN cents NN low NNyear NN percent life bowl cherries great short setting $$	$SPY	-0.406	great short setting
holding well today	$ISRG	0.318	holding well today
given broad market environment expect trade work flawlessly buy aggressively pulls back NN holds	$CELG	0.386	buy aggressively pulls back
NN industrial goods stocks insiders bullish	$ETN	0.433	stocks insiders bullish
massive short squeeze opportunity here; similar happened & corzin; puts hghst since 'NN	$MF	-0.104	massive short squeeze opportunity
ex dividend coming fall hoping DD rebound sure anymore	$BRCM	-0.411	ex dividend coming fall
micron shares pounded fears loss business apple; stifel defends @marjo	$AAPL	0.071	micron shares pounded fears loss business apple
covered shorts @NN NN	$SINA	0.047	covered shorts
might selling ahead earnings	$GRPN	-0.411	might selling ahead earnings
think may start avoid bios except perhaps day trade whole they're well presented flyers	$CYTX	-0.23	think may start avoid bios
excited plays	$ECOM	0.322	excited plays
NN longs RR/NN close NN NN NN NN NN NN NN NN NN NN NN NN NN NN i'm NN RR Qmark	$HAL	0.511	longs
& shopped NN stores black friday NN retailers whose stocks course Emark luv NN shop online jammers ^ ^	$AAPL	0.227	NN retailers whose stocks
gets NN patents goes DD gets patent goes NN today	$AMRN	-0.373	gets NN patents goes
NNk went ask NN NN	$KERX	-0.167	NNk went ask
@klrby short didnt work small bet puts	$GRPN	0.378	short didnt work
breakout likely medium target DD	$GOOG	0.518	breakout likely
buddy bet bank nflx made DD	$NFLX	0.432	buddy bet bank
going	$DJIA	-0.559	going
NN toxic stocks raising red flags sell week	$SU	-0.826	NN toxic stocks raising red flags sell
stock hits RR loss u sell exceptions crying get	$DDD	-0.462	crying get
high risk could sweet st runner jigginess exits NN NN NN	$BBRY	0.322	high risk could sweet st runner jigginess exits
waking	$CLWR	0.192	waking
time buy energy stocks yet Emark	$XEL	-0.382	time buy
trying lead higher gonna tough	$IWM	0.256	trying lead higher
@drcooper buying weakness RR/NN	$GDX	0.511	buying weakness
multi year stock breakouts	$XOM	0.612	multi year stock breakouts
fast NNpc dive $$	$MITK	-0.26	fast NNpc dive
@advidinvestor fast money says short ahead black friday seriously Qmark Emark Qmark	$AMZN	-0.448	fast money says short ahead black friday
watching china ppi cpi reporting tonight commods super sensitive china still could offer support revisit jump long bus Qmark	$GDX	0.19	could offer support revisit jump long bus Qmark
fmmf big drop hedge fund exposure market qNN blame Qmark even sharks trust market	$SPY	-0.402	big drop hedge fund exposure market even sharks trust market
went long see NN's thinks	$COG	0.449	went long
short NN NN	$AAPL	-0.464	short
NNnd raise year @bvhealthcare questcor increases quarterly cash dividend NN percent	$QCOR	0.705	NNnd raise year ncreases quarterly cash dividend NN percent
end day scan stochastic overbought	$AHT	-0.516	stochastic overbought
rt @nodoji running cloud bottom NN min ichimoku	$SPY	-0.528	running cloud bottom
@paulcloutier @smithmattNN know got new products sept thats next q good short bulls expect new release	$AAPL	-0.441	next q good short
march led light bulb prices rise japan fall markets	$LEDS	0.054	led light bulb prices rise japan
baltic dry index lower NN days NN years	$SPY	-0.482	baltic dry index lower NN days NN years
hearing new ceo thinks company could crm voip giddy Emark	$EGHT	0.308	giddy Emark
bulls lucky enuff get upside gap fill better take chase	$HAL	0.054	bulls lucky enuff get upside gap fill better take
holy green day batman luv plan comes together tks @moonrock half picks days	$RGR	0.298	holy green day batman luv plan comes together
seems like good short setup stop NN day position	$ATHN	-0.338	seems like good short setup
japan earnings RR topix companies reported yoy eps growth around RR far	$FXY	0.316	eps growth around RR far
moved upper bollinger band	$XLNX	0.498	moved upper bollinger band
#apple breaks major support levels watch	$AAPL	-0.66	breaks major support
sure wish scaredy cat yesterday bought almost RR ^ ^	$AGQ	0.398	almost RR
later riser like last days jan NN healthcare conference presentation positive catalyst Qmark	$LCI	0.203	later riser positive catalyst Qmark
bricks mortar retailers selling cheaper margins across board Qmark consumer retailers	$BBBY	-0.352	bricks mortar retailers selling cheaper consumer retailers
soon europe closes mkt stableize little	$AMRN	0.315	mkt stableize little
good santa rally without improbable blow top finishing touch	$ES_F	0.22	santa rally blow top
indexes & industry groups track closed friday rs line new highs	$IBD20	0.371	closed friday rs line new highs
bearish engulfing candle	$BWLD	-0.532	bearish engulfing candle
tomorrow party time bears Emark Emark NN RR	$MSFT	-0.528	tomorrow party time bears Emark Emark
glorious stuff selling days appear exhausted back btfd old school stuff NN NN NN NN NN NN etc	$NQ	0.376	selling days appear exhausted
one good announcement shorts start quietly covering people buy quick large gain listen neg bs	$TWTR	0.37	shorts start quietly covering
aug NN calls RR NNc	$AAPL	0.553	aug NN calls RR
parties loaded volatility back	$VXX	-0.223	parties volatility back
runs NNsma acquisition news	$PCLN	0.486	runs NNsma acquisition news
could strategy exit shorts big pop Qmark	$NQ	0.316	could strategy exit shorts big pop Qmark
well go least know sector white hot next week huge buy names nice work	$AKS	0.608	huge buy names
@alaidi europe banks implode stress tests failing big swirl near bonds cds debt cash gold selloff Qmark	$GLD	-0.298	banks implode stress tests failing selloff
sinks NN	$DDD	-0.549	sinks NN
continues consolidate / base	$MA	0.005	continues consolidate
new post china stares abyss	$FXI	-0.325	stares abyss
& shopped NN stores black friday NN retailers whose stocks course Emark luv NN shop online jammers ^ ^	$AMZN	0.227	NN retailers whose stocks
covered small short @ NN NN NN loss flat day cash	$MWW	0.348	covered small short
found good bull setups week let's see mkt helps	$ABC	0.448	found good bull setups week
vistaprint raises qNN fyNN guidance reflect completion albumprinter	$VPRT	0.501	raises qNN fyNN guidance
reviewing nflx gmcr's massive recent recovery toward new highs give real shareholders encouragement questcor	$QCOR	0.448	massive recent recovery toward new highs give real shareholders encouragement questcor
goldman suks can't bring one day today look strong solar rebound today Emark	$SCTY	0.304	look strong solar rebound today Emark
new recommendation carl kirst bmo capital markets buy price target DD	$WMB	0.566	new recommendation carl kirst bmo capital markets
@rolltidetrader wilful infringement go calculations patent damages	$AAPL	-0.207	wilful infringement go calculations patent damages
rt @alans going end red highly doubt	$SINA	-0.477	going end red
near RR drop thats lot best hold er lol	$AAPL	-0.304	near RR drop thats lot
happy watch everyone tuesday night serious breakout already got NN emails people got booyah	$GERN	0.448	watch everyone tuesday night serious breakout
oil prices oil stocks looking less cheap	$CRZO	-0.42	oil prices oil stocks looking less cheap
end day scan stochastic overbought	$JDST	-0.516	stochastic overbought
@event_trader also betting buys twitter heard first	$GOOG	0.261	betting buys twitter
going	$NYA	-0.559	going
today's close RR/NN i'm long longer term technical swing long basis	$CELG	0.591	longer term technical swing long basis
long RR position NN NN	$SPY	0.428	long
breakout regional banking	$KRE	0.563	breakout regional banking
somewhat tempting long side inverse cuppa joes	$SCTY	0.421	somewhat tempting long side
new bullish conversation activity quiet past NN hours	$KEG	0.461	new bullish conversation activity
#NN #NN ibdNN list look good	$V	0.392	look good
rt @montisumo day biotechs good load confident agreed downness	$DNDN	0.281	good load confident
speculation positive outcome w/ lung studyRR may see NNd filing soros icahn et al	$PTBI	0.33	positive outcome w/ lung studyRR may see NNd filing soros
go go get bermuda triangle plenty daylight	$JO	0.3	get bermuda triangle plenty daylight
institutions seem like class stocks NNRR shares	$NOV	0.422	institutions seem like class stocks
momentum building breakout trigger Emark long setup	$PKT	0.592	momentum building breakout trigger long setup
@crtNN @kryptyk learn anything biotech investing patience pays	$SRPT	0.272	patience pays
many people met person fb mentioned waiting iphoneNN upgrade phone going epic	$AAPL	0.367	going epic
@crtNN @kryptyk learn anything biotech investing patience pays	$ARNA	0.272	patience pays
@bradloncar good thing learnt integrating devices together tv	$SNE	0.277	good thing learnt integrating devices together tv
still top dog intermarket rs	$TLT	0.473	still top dog
selling far weeks ago noted large bearish channel formed measured move DD	$LTM	-0.629	selling far large bearish channel formed
infinite valuation downgraded today big buyer open supports would imagine trade red least day	$COG	-0.375	valuation downgraded today would imagine trade red least day
reliably finding cancer mutations urine lung cancer colon cancer pancreatic cancer melanoma thyroid cancer etc jackpot	$TROV	0.267	reliably finding cancer mutations jackpot
nice little cup handle shaping NNinute end day favours good day index see gap open	$ES_F	0.326	nice little cup handle shaping favours good day index
following morning's eps blew added longs	$ZMH	-0.462	blew
looks like bouncing would nice finish DD today make hammer nice volume NN NN bottom fingers crossed	$JE	0.391	looks like bouncing nice volume NN NN bottom
pair trade one favorite trade consistent gains small	$SPY	0.219	consistent gains small one favorite trade
blackberry messenger second facebook user loyalty says new study ca	$BBRY	0.243	blackberry messenger second facebook user loyalty
wayyy overvalued right imo trading single digits may take short pos earnings near term target NN	$YELP	-0.451	wayyy overvalued right may take short pos
surprising see sales numbers still holding well guess high end might concern	$SKS	0.315	sales numbers still holding well igh end might concern
gaining momentum Emark nice buy signals Emark long DD	$COH	0.527	gaining momentum Emark nice buy signals Emark long
trade continuing nicely yesterday almost DD yesterday entry deal pricing tonight looking strong	$WAC	0.495	trade continuing nicely yesterday looking strong
potential intermediate top uptrend NN' NN' NN' charts	$XLI	0.32	potential intermediate top uptrend
closng higher	$WFT	0.48	closng higher
take	$RIMM	0.515	take
lets see NN today	$BBRY	0.302	lets see NN today
bought call omnivision tech DD exp RR/NN today earnings beat earnings	$OVTI	0.722	bought call omnivision tech beat earnings
rt @vconomics cult stocktwits actually disgusting want karate chop them/my bat ready never bring k chop bat fight Emark	$AAPL	-0.151	cult stocktwits actually disgusting
japan earnings RR topix companies reported yoy eps growth around RR far	$EWJ	0.316	eps growth around RR far
could pride social media gettin ready fall Qmark chart rolling Qmark	$FB	-0.403	could pride social media gettin ready fall Qmark chart rolling Qmark
feel people buying ones finger sell button	$SPY	-0.054	feel people buying ones finger sell button
god market getting crushed today gotta hold anything g recover tomorrow imagine	$KIOR	-0.302	market getting crushed today
march led light bulb prices rise japan fall markets	$RBCN	0.054	led light bulb prices rise japan
NN longs RR/NN close NN NN NN NN NN NN NN NN NN NN NN NN NN NN i'm NN RR Qmark	$EBAY	0.511	longs
reiterating newbies notice doomsaying bears disappear climbs they're opportunists ignore make $	$PLUG	0.467	notice doomsaying bears disappear climbs
watch showing serious demand gonna blow minds better prepared	$AAPL	0.491	watch showing serious demand
taking DD Emark NN NN @commonking back NN NN stop NN NN	$AAPL	0.383	back
put money better option drug already make money n indication potential next qe	$AMRN	-0.081	put money better option
@stocktwits @kbkiwi tesla model sales exceed target profitability guidance amended upward	$TSLA	0.526	sales exceed target profitability guidance amended upward
casinos red bell NN RR NN RR NN RR unusual comibinations what's running what's red bell	$LVS	-0.442	red bell
downbeaten stocks may ripe buys	$VALE	0.316	downbeaten stocks may ripe buys
RR gap filled	$AAPL	0.226	gap filled
weak close	$SPY	-0.297	weak close
looks like could fall apart market liking kindle strategy good product bad business	$AMZN	-0.515	looks like could fall apart market liking bad business
@ifhedieshedies @bullhornNN shorts getting nervous	$ZNGA	0.366	shorts getting nervous
us adds NNk jobs november since NN unemployment rate remains NN RR gold futures DD DD	$GDXJ	0.243	us adds NNk jobs november unemployment rate remains gold futures
@trendrida mentioned potential suitee suitor	$ORCL	0.258	mentioned potential suitee suitor
@megatronx lovaza NNk scripts week really think NN weeks capture RR Qmark impossible	$AMRN	-0.317	really think NN weeks capture RR Qmark impossible
friday last chance DD	$CPRX	0.228	friday last chance DD
well stand corrected cause excellent / factual bear argument ha	$AMRN	-0.507	excellent / factual bear argument
crude oil bears take clear near term advantage	$GDX	-0.501	bears take clear near term advantage
european debt crisis entered dangerous new phase	$BUND	-0.331	debt crisis entered dangerous new phase
relative weakness pretty apparent short boat getting full one prefer boat closer empty	$IWM	-0.262	relative weakness pretty apparent
NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR NN RR	$YHOO	0.16	NN RR
#amex movers nhs #restaurants NN NN RR nh w #bigboy div triangle #petroleum NN NN RR NN expanding caliber	$TPLM	0.376	triangle #petroleum NN NN RR NN expanding caliber
downbeaten stocks may ripe buys	$WPRT	0.316	downbeaten stocks may ripe buys
isrg short	$ISRG	-0.678	isrg short
trades gtim NN NN redf NN NN NN NN NN total NN	$POZN	0.146	NN
usa new home sales mom nov NN RR vs NN RR est; prior revised NN RR NN RR	$AAPL	-0.489	NN RR vs NN RR est prior revised NN RR NN RR
still looks constructive	$GLNG	0.28	looks constructive
break new highs lots technicals looking great right	$TYC	0.469	break new highs lots technicals looking great right
failed breakouts & failed setups limping crutches next week	$TSCO	-0.419	failed breakouts & failed setups limping crutches next week
rt @stockdemons think shorting close might play high beta reversing looks worth shot	$SPY	-0.469	shorting close might play high beta reversing
hows oil DD sound good economy	$SPY	0.273	good economy
gold going parabolic wonder Qmark keep chasing tops boys	$SPY	0.442	gold going parabolic keep chasing tops boys
inside week buy triggers	$KKD	0.485	inside week buy triggers
sql server revenue grew double digit sql server premium revenue growing RR	$MSFT	0.454	revenue grew double digit
hangin thread NNclick away cliff drop needs follow snap back vix	$CAT	-0.337	hangin thread click away cliff drop
macd adx crossing signal lines Emark long setup	$AEGN	0.569	macd adx crossing signal lines Emark long setup
rt @flareNNx long NN NN/great find hope wold another still holding second RR	$INOD	0.509	long NN NN/great find hope wold another still holding second RR
greece fomc much week moves sides possible larger ranges though stay nimble cautious	$SPY	-0.023	moves sides possible stay nimble cautious
parties loaded volatility back	$SPY	-0.223	parties volatility back
would take profits	$UVXY	-0.244	would take profits
adding position Emark	$VXX	0.685	adding position
brutal slide feels better way still long	$ISIS	-0.044	brutal slide
looks good weekly chart	$IACI	0.379	looks good weekly chart
watch bancos they're holding relatively well compared broad market large c buying backburner	$C	0.394	holding relatively well compared broad market
covered swing NN	$FFIV	0.021	covered swing
strong move today junior gold miners keep eye gap fill	$GDXJ	0.75	strong move today junior gold miners keep eye gap fill
tomorrow party time bears Emark Emark NN RR	$GOOG	-0.524	tomorrow party time bears Emark Emark
looks really toppy right	$GILD	-0.191	looks really toppy right
booz allen leveraged loan slips alongside shares nsa leak news #nsa	$BAH	-0.198	slips alongside shares nsa leak news
@ironlion @jameslast surprising would pull something like considering small businesses called scam years	$YELP	-0.45	small businesses called scam years
weekly NN puts RR NN x NN NN vol	$SPY	-0.35	weekly NN puts RR
looking good DD calls active month weekly	$MOS	0.362	looking good calls active
looks like big feb NN spread last quarter RR yoy rev growth trading @ NNx earnings may try short	$CREE	-0.352	may try short
equity indexes working positive engulfing march small caps / semis fakeout b/out	$SML	0.308	equity indexes working positive engulfing march
continue using profits one industry get innovate develop afraid	$AAPL	0.413	continue using profits one industry get innovate develo
avago broadcom combine DD billion deal	$AVGO	0.241	combine DD billion deal
@theant another quiet week possible stalling action thursday need see volume	$VRX	0.0	another quiet week
vision near term target DD	$IACI	0.0	near term target DD
weakest sector year possible false breakout	$XLB	-0.458	weakest sector year possible false breakout
bands tighten week pop holiday pr	$BIOC	0.555	pop holiday
holding nicely today	$CAT	0.441	holding nicely
points two facebook games accuses copyright infringement	$ZNGA	-0.284	accuses copyright infringement
may take days wks months watch happened ipo mrkt needs washout hunt well need NN wait stalk	$FB	-0.055	mrkt needs washout
sure guy northland capital #cnbc recommends tesla straight face & DD pt #joke #bubble #buyerbeware	$TSLA	-0.506	#joke #bubble #buyerbeware
@ppatrickk suggest learn valuations see worth DD share DD	$AZPN	-0.563	worth DD share DD
come run bulls today guys gals Emark	$AAPL	0.484	come run bulls today
ivory tower loved NN RR booyah	$WFC	-0.584	NN RR
nothing investors damage apple shareholders nothing success companies another myth	$AAPL	0.322	nothing investors damage apple
buying last round shorts next week bring average bought ladders tripplying	$UVXY	-0.339	buying last round shorts next week
noobs bios small caps stock splits lipstick pig Emark splits mid mega caps Emark pos	$INO	-0.347	stock splits lipstick pig Emark
good time buy run come earnings Qmark	$AAPL	0.533	good time buy
european debt crisis entered dangerous new phase	$EWG	-0.331	debt crisis entered dangerous new phase
morgan stanley tricky bastards ran price er gave upgrade shorted	$FRO	-0.405	shorted
@hashtag_bullish yeah Qmark even looking pretty attractive versus pig sox trading @ NNx reported earning	$SMH	0.109	bullish yeah
failed breakouts & failed setups limping crutches next week	$RGR	-0.419	failed breakouts & failed setups limping crutches next week
go NN add NN	$GILD	0.307	add
hearing rumours major joint venture announcement	$BBRY	0.427	hearing rumours major joint venture announcement
weakness could opportunity looks NN NN best shot good sell nov put entry	$CERN	0.345	weakness could opportunity good sell nov put entry
announcing monthly divy week see maintain RR yield	$UCO	0.078	see maintain RR yield announcing monthly divy
shoots moon favorite pumper would say u know u r still luv u man u make us laugh here's hoping ur right Emark Emark	$ECYT	0.514	shoots moon favorite pumper
rt @highgrowthfinancial shorts breakin flag holding	$ONTY	0.226	shorts breakin flag
continues consolidate previous break area	$LUV	0.375	continues consolidate previous break area
times start wonder enough shares Qmark Qmark Qmark beast keeps moving	$ZNGA	0.429	enough shares Qmark Qmark Qmark beast keeps moving
following morning's eps blew added longs	$DNKN	0.528	added longs
crude oil bears take clear near term advantage	$USO	-0.501	bears take clear near term advantage
wants take wants bad apparently people still coming eod could explosive shorts get caught	$KNDI	0.257	people still coming eod could explosive shorts get caught
today aside setting another drop NN NN target overvalued sector etf	$SMH	-0.504	today aside setting another drop overvalued sector
look shorts running cover	$SPY	0.375	look shorts running cover
deal bail greece	$NBG	0.058	bail
ready break watching NN NN	$QCOM	0.235	ready break watching NN NN
okay i'm looking add gold miner possibly lower pe tech name close/ tmrw watching	$HL	0.425	looking add gold miner possibly lower pe tech name close
rt @montisumo day biotechs good load confident agreed downness	$IBB	0.281	good load confident
@zolio soars pre market business split announcement; rumors looking shed stake buyer lol	$EMC	0.398	soars pre market
@johnchen #blackberry #faucette & #simona jmho playing ignorant smack looks legitimate	$MS	-0.105	smack looks legitimate playing ignorant
see DD year Qmark Qmark Emark	$AAPL	0.152	see DD
bricks mortar retailers selling cheaper margins across board Qmark consumer retailers	$XRT	-0.352	bricks mortar retailers selling cheaper consumer retailers
DD today Qmark	$ACAD	-0.164	DD today Qmark
NNx etfs subject decay due daily rebalancing careful holding long term hold safer	$GASL	-0.234	NNx etfs subject decay due daily rebalancin careful holding
abercrombie & fitch falls RR pre market qNN sales results	$ANF	-0.394	falls RR pre market qNN sales results
NN little discussed problem pro watching lumber liquidators	$LL	-0.476	little discussed problem pro watching
market seems stuck mud	$SPY	-0.259	market seems stuck mud
get next run	$MNKD	0.275	get next run
lots metal stocks look like NNRR run awaits long high quality names go metal prices cooperate	$PAAS	0.394	long look like NNRR run awaits
would like see go back low NN's next year could good year would like start adding soon	$APC	0.528	next year could good year would like start adding soon
halliburton hal stock trading lower today NN warning upbeat earnings results	$HAL	-0.375	stock trading lower today warning upbeat earnings results
@ NN Qmark 'mini me' 'wanna be' bear raid Qmark	$AMRN	-0.48	bear raid
signs life emerging	$LULU	0.27	signs life emerging
getting sold	$SBUX	-0.551	getting sold
@messenger @tNNst @sunnyNN need something catalyst intel stagnant years also could pick em	$AAPL	0.324	could pick em
puts came	$FTI	-0.517	puts came
lows DD DD bk real possibility	$ESI	-0.465	lows
companies shld worried icloud	$SFLY	-0.329	companies shld worried icloud
could lotto winners	$ARIA	0.29	could lotto winners
austrians earmuffs Emark ok everyone else NN reasons buy gold @mktwhulbert	$GLD	-0.447	NN reasons buy gold
oversold conditions showing nice positive divergences chart Emark potential bounce player watch	$HOV	0.459	oversold conditions howing nice positive divergences chart potential bounce
rather neutral bullish rather bearish still stock pickers market	$SPY	0.185	rather neutral bullish rather bearish
buying last week play month wish woulda pulled trigger	$FAS	0.74	buying last week play month wish woulda pulled trigger
hope kog shorters learned lesson dont mess bear	$KOG	0.085	hope kog shorters learned lesson dont mess bear
@NNnvestor NN RR float short lol	$SODA	-0.392	NN RR float short lo
think realize interest level skyrocketed last two weeks well abroad DD's	$AMRN	0.165	interest level skyrocketed last two week
rt impo fda wont allow mor NN new subscrip diet drugs next NN yrs NNst lorc NNnd qnex good luck long c u @ $ NN	$ARNA	0.457	long
NN RR NN NN april NN puts RR NNc NN NN vol	$SPY	0.028	NN RR
NN RR increased bullish conversations past NN hour	$BAC	0.442	NN RR increased bullish conversations
accumulating gobs outshined $$	$ORCL	-0.099	accumulating
end day scan stochastic overbought	$BLRX	-0.385	stochastic overbought
murray leaves competitor adidas diversifies adds international exposure tennis murray NN u open & olympic gold	$UA	0.219	diversifies adds international exposure
looks like taking small chill pill today	$GERN	-0.183	taking small chill pill today
companies shld worried icloud	$EMC	-0.329	companies shld worried icloud
@louiebeene vwap NN NN held trend line lot radars	$NAVB	0.325	held trend line
multi year stock breakouts	$WFC	0.612	multi year stock breakouts
moved upper bollinger band	$WPZ	0.498	moved upper bollinger band
use bbNN device better feel investment miles beyond competition frozen headlights	$BBRY	0.278	miles beyond competition
still needs fill NN NN decent supt expect upside NN	$AGQ	0.302	decent supt expect upside
daily phase NN retest price experiencing early rejection retest Qmark	$LNKD	-0.228	price experiencing early rejection
moved upper bollinger band	$SMH	0.498	moved upper bollinger band
NN NN	$AAPL	-0.27	
@raymillerNN close NN monday freewater fall like white water rafting	$FB	-0.453	close monday freewater fall
famous lunch hour fade routine sp rise later day;	$BBRY	0.002	famous lunch hour fade routine rise later day
